Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
1374,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,625,151,0,0.258,0.363,0.302,10,8,22.10%,11.00%,85.1,84.8,102.8,108.6,21.2,36.50%,25.00%,45.00%,61.10%,84.60%,30.10%,11.20%,23.10%,0.349,31.30%,0.094,56.70%,44%,75.10%
1375,1318694400,J. Wolf,Jeremy Wolf,Wolf,Jeremy,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,815,200,0,0.295,0.363,0.312,18,3,15.30%,8.90%,82.5,83.6,99.9,105.1,15.2,29.20%,11.70%,47.70%,70.00%,89.00%,29.10%,10.10%,14.80%,0.254,35.00%,0.307,59.30%,26%,78.90%
1376,1930587984,C. Cunningham,Conner Cunningham,Cunningham,Conner,SS,Murray State University,MURR,730188032,Murray State,BBC,L,R,1038,190,0,0.247,0.363,0.304,10,7,25.70%,15.10%,85,94.2,101.3,103.4,7.1,32.30%,15.40%,36.00%,56.70%,79.80%,19.10%,9.80%,26.70%,0.49,63.60%,0.092,50.60%,35%,72.70%
1377,1303790848,J. Randolph,Jake Randolph,Randolph,Jake,C,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,644,173,0,0.335,0.363,0.278,6,2,8.00%,7.50%,84.6,85.4,99.1,104.4,6.1,30.60%,11.60%,52.60%,82.00%,92.00%,28.40%,7.10%,0.00%,0.097,18.20%,0.466,73.70%,23%,86.40%
1378,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,901,212,0,0.283,0.363,0.268,13,7,19.00%,9.10%,88,93.8,99.4,106.8,14.7,33.30%,22.90%,42.80%,64.70%,89.60%,20.90%,7.70%,0.00%,0.403,50.00%,0,54.10%,35%,82.10%
1379,1531311566,J. Sangalang,Jeremy Sangalang,Sangalang,Jeremy,SS,Siena College,SIE,730382592,Siena,BBC,R,R,904,210,0,0.3,0.363,0.272,17,0,12.90%,11.40%,86.2,85.6,96.4,97.4,14.3,37.00%,7.40%,36.90%,52.70%,91.30%,15.20%,3.30%,0.00%,0.057,0.00%,-,87.80%,26%,91.00%
1380,1133929646,J. Brooks,Jacob Brooks,Brooks,Jacob,SS,Niagara University,NIAG,730156544,Niagara,BBC,R,R,524,168,0,0.31,0.363,0.265,10,4,11.00%,5.80%,82.7,83.1,98.6,101.7,0.2,31.00%,6.90%,56.90%,78.10%,85.30%,38.50%,11.60%,100.00%,0.027,0.00%,0.073,69.30%,17%,79.50%
1381,1939568033,C. Lorch,Carson Lorch,Lorch,Carson,3B,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,626,151,0,0.291,0.363,0.262,10,3,9.50%,7.30%,87.2,86.4,99,101.6,16.8,32.70%,12.70%,40.70%,60.60%,89.90%,19.40%,5.10%,15.40%,0.244,0.00%,-,78.60%,31%,87.50%
1382,1139912704,E. Smith,Elijah Smith,Smith,Elijah,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,796,200,0,0.31,0.363,0.27,17,4,20.20%,6.70%,89.2,88.1,104.7,111.5,4.9,22.00%,13.50%,54.50%,80.80%,80.00%,33.70%,16.80%,0.00%,0.385,37.50%,0.135,48.60%,40%,69.10%
1383,1220509952,G. Mangrum,Grant Mangrum,Mangrum,Grant,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,436,96,0,0.292,0.363,0.258,5,2,13.40%,9.20%,82.6,81.5,100.6,109.2,5.8,17.00%,1.90%,42.00%,63.20%,89.10%,26.60%,7.30%,0.00%,0.297,20.00%,0.327,70.30%,25%,82.50%
1384,1582802158,T. Broussard,Tre Broussard,Broussard,Tre,CF,University of Houston,HOU,3030,Houston,BBC,L,L,818,212,0,0.292,0.362,0.294,12,7,10.40%,9.10%,87.8,85.5,104.2,109,4,26.40%,14.90%,45.40%,72.30%,89.50%,25.10%,6.00%,20.80%,0.3,7.10%,0.704,80.60%,43%,86.80%
1385,1111880448,W. Bermudez,Will Bermudez,Bermudez,Will,2B,UC Irvine,UCI,3031,UC Irvine,BBC,S,R,1067,204,0,0.275,0.362,0.316,9,3,18.50%,12.50%,88.9,89.6,102.8,108,8.2,22.00%,12.10%,38.50%,60.90%,84.50%,15.30%,7.70%,5.70%,0.226,26.30%,0.181,62.30%,44%,80.00%
1386,1257343232,B. Cleary,Ben Cleary,Cleary,Ben,SS,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,828,182,0,0.302,0.362,0.334,12,2,6.80%,11.90%,89.5,88.9,100.6,105.1,6,29.90%,17.90%,38.20%,63.00%,94.50%,16.70%,3.40%,21.40%,0.118,8.30%,0.317,78.60%,39%,91.10%
1387,1184450048,K. Mallory Jr.,Kenny Mallory Jr.,Mallory Jr.,Kenny,1B,Elon University,ELON,730252544,Elon,BBC,L,L,949,187,0,0.283,0.362,0.299,8,3,14.90%,17.90%,84.3,87,101.5,104.2,-5.3,20.40%,10.90%,36.70%,60.00%,87.70%,18.00%,6.30%,0.00%,0.197,42.90%,0.159,69.10%,31%,82.80%
1388,1771372567,R. Rigdon,Rustan Rigdon,Rigdon,Rustan,LF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,R,945,162,0,0.259,0.362,0.309,6,2,21.20%,19.40%,86.5,87.3,102.4,105.8,2.6,20.80%,12.30%,34.60%,59.20%,79.70%,16.00%,8.80%,41.90%,0.23,9.10%,0.045,60.50%,40%,74.60%
1389,1229569280,T. Cruz,Trey Cruz,Cruz,Trey,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,550,152,0,0.296,0.362,0.244,8,6,16.80%,7.80%,92.3,90,106.1,109.5,4.7,20.60%,11.80%,50.00%,74.80%,85.00%,27.40%,12.00%,8.30%,0.502,42.90%,0.22,52.10%,50%,76.00%
1390,1758585081,J. Dauer,Jack Dauer,Dauer,Jack,3B,Yale University,YALE,730334464,Yale,BBC,R,R,698,173,0,0.306,0.362,0.249,7,5,16.60%,9.00%,83.9,79.7,97.4,102,11.7,24.50%,7.80%,48.90%,64.40%,90.10%,36.20%,8.30%,50.00%,0.083,66.70%,0.025,70.70%,25%,83.00%
1391,1342170748,A. Carson,Ansel Carson,Carson,Ansel,SS,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,S,R,641,176,0,0.25,0.362,0.341,7,6,15.50%,16.40%,83.8,80.1,99.5,100.5,16.9,42.10%,15.80%,40.70%,61.80%,82.50%,23.40%,6.20%,-,-,0.00%,-,62.20%,32%,84.70%
1392,1300572628,C. Suto,Cam Suto,Suto,Cam,1B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,L,934,214,0,0.257,0.362,0.304,13,11,25.30%,8.80%,90.5,92.7,106.5,110.8,9.4,23.30%,13.30%,45.50%,67.70%,80.60%,30.40%,14.30%,37.50%,0.703,50.00%,0.092,50.30%,43%,68.50%
1393,1568958668,J. Nunnallee,James Nunnallee,Nunnallee,James,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,649,142,0,0.296,0.362,0.303,12,1,7.50%,10.30%,83.6,83,100.3,105.5,6.6,27.20%,8.80%,38.50%,62.30%,94.50%,21.90%,3.50%,22.20%,0.254,18.20%,0.394,84.00%,30%,90.80%
1394,1306866432,C. Duggar,Cashel Duggar,Duggar,Cashel,C,UCLA,UCLA,5048,UCLA,BBC,L,R,944,172,0,0.279,0.362,0.333,5,3,12.10%,13.40%,81.4,81.5,97.6,105.2,8.5,32.60%,11.30%,35.20%,56.40%,88.60%,15.60%,4.90%,8.70%,0.287,0.00%,0.261,77.60%,21%,86.10%
1395,1310313472,J. carpenter,Jesiah carpenter,carpenter,Jesiah,CF,UMBC,UMBC,730210304,UMBC,BBC,R,R,731,173,0,0.312,0.362,0.304,8,2,19.60%,11.50%,87.3,88.8,100.6,105.1,10.6,24.70%,12.90%,42.30%,63.80%,78.20%,24.60%,10.80%,33.30%,0.293,33.30%,0.019,59.50%,38%,74.40%
1396,1239328512,W. Gasparino,Will Gasparino,Gasparino,Will,CF,University of Texas,TEX,245,Texas,BBC,R,R,979,210,0,0.243,0.362,0.304,14,13,25.80%,11.90%,84.6,91,107.2,113.2,8.8,23.60%,16.00%,44.10%,62.00%,80.40%,31.30%,12.60%,30.40%,0.154,36.00%,0.194,58.30%,39%,71.50%
1397,1769279232,B. Terrell,Bub Terrell,Terrell,Bub,LF,Auburn University,AUB,5466,Auburn,BBC,L,L,852,204,0,0.299,0.362,0.279,17,5,19.90%,8.70%,91.5,92.2,104.8,115.8,9.5,28.10%,15.70%,47.40%,68.00%,79.80%,31.30%,11.20%,21.10%,0.195,38.10%,0.33,69.70%,44%,76.50%
1398,1638122960,D. Rodriguez,Damian Rodriguez,Rodriguez,Damian,CF,Iona College,IONA,730242048,Iona,BBC,R,R,938,217,0,0.295,0.362,0.247,9,3,14.90%,13.00%,79.4,84.8,96.7,96.7,-1.3,27.30%,4.50%,42.60%,61.80%,85.00%,23.20%,8.80%,-,-,-,0,53.20%,14%,79.30%
1399,1310950144,S. Scanlon,Sean Scanlon,Scanlon,Sean,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,1128,192,11,0.224,0.362,0.283,14,5,26.80%,18.50%,85.4,86.6,100.9,108,20,38.10%,22.20%,35.50%,58.40%,81.20%,17.90%,10.40%,50.00%,0.054,50.00%,-,43.00%,33%,70.80%
1400,1304090880,F. Sarota,Filip Sarota,Sarota,Filip,LF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,848,223,0,0.287,0.362,0.237,14,8,20.70%,7.80%,86.2,92.1,98.9,103.2,-6.9,16.70%,5.60%,46.30%,63.40%,82.20%,29.30%,10.40%,-,-,0.00%,-,62.50%,28%,77.60%
1401,1235352576,J. Bell,Jack Bell,Bell,Jack,3B,Texas Christian University,TCU,5045,TCU,BBC,L,R,777,139,0,0.259,0.362,0.27,6,5,25.30%,15.30%,87.6,87.2,105.5,110.3,13,29.20%,24.00%,35.10%,57.10%,82.50%,16.70%,8.10%,15.20%,0.269,23.80%,0.288,59.40%,42%,76.90%
1402,1692368056,V. Feliciano,Vicente Feliciano,Feliciano,Vicente,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,697,173,0,0.289,0.362,0.331,11,8,18.30%,7.60%,86.5,87.1,99.6,106.1,16.5,36.40%,16.80%,52.40%,82.80%,81.60%,30.70%,14.20%,33.30%,1.126,37.50%,0.365,53.30%,32%,72.90%
1403,1193756928,C. Murray Jr.,Casey Murray Jr.,Murray Jr.,Casey,CF,Cal Poly,CP,5487,Cal Poly,BBC,R,R,1017,248,0,0.31,0.361,0.304,11,9,20.10%,6.60%,90.8,88.6,104.9,110.1,9.5,27.30%,15.50%,45.70%,65.40%,81.60%,30.80%,11.10%,32.00%,0.297,29.40%,0.106,65.90%,48%,75.70%
1404,1813453419,J. Durso,Joe Durso,Durso,Joe,C,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,812,185,0,0.286,0.361,0.26,11,5,21.40%,12.70%,88.2,87.7,102.5,105.6,26.5,33.90%,23.20%,43.50%,65.80%,82.40%,28.20%,10.20%,-,-,50.00%,-,64.50%,39%,76.50%
1405,1187057152,C. Kashimoto,Cody Kashimoto,Kashimoto,Cody,2B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,S,R,1097,203,0,0.281,0.361,0.309,5,4,10.90%,14.10%,78,83,96.7,104,2.9,21.30%,3.80%,35.50%,58.40%,94.50%,17.40%,4.40%,23.80%,0.287,25.00%,0.069,68.90%,13%,87.70%
1406,1739966108,J. Alford,Jackson Alford,Alford,Jackson,LF,Elon University,ELON,730252544,Elon,BBC,R,R,1041,233,0,0.283,0.361,0.255,14,7,21.80%,11.40%,84.3,86.4,101.7,108.1,9.3,26.00%,11.20%,41.10%,65.20%,86.70%,20.30%,9.30%,26.30%,0.268,27.30%,0.046,52.20%,28%,77.30%
1407,1187810560,J. Ybarra,Jeter Ybarra,Ybarra,Jeter,1B,University of Michigan,MICH,2290,Michigan,BBC,L,R,795,199,0,0.281,0.361,0.335,12,7,12.00%,10.70%,90.2,91.4,104.1,107.6,10.8,36.40%,21.20%,43.00%,67.40%,92.40%,25.10%,6.80%,16.70%,0.375,22.20%,0.364,67.80%,47%,84.20%
1408,1294953472,M. Ortega,Max Ortega,Ortega,Max,C,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,719,149,0,0.268,0.361,0.334,8,5,19.00%,9.80%,85.1,85.6,104.8,107.4,4.3,20.40%,14.30%,41.20%,61.70%,86.50%,26.30%,9.00%,18.20%,0.077,32.30%,0.44,62.00%,38%,78.00%
1409,1177548800,A. Thielman,Avery Thielman,Thielman,Avery,1B,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,803,168,0,0.28,0.361,0.324,8,3,20.90%,14.10%,86.5,88.1,102.6,109.6,2.2,28.00%,18.00%,41.80%,58.60%,88.30%,24.80%,8.50%,27.30%,0.022,54.50%,0.108,58.90%,30%,79.80%
1410,1383514824,K. Waslefsky,Karsen Waslefsky,Waslefsky,Karsen,SS,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,593,141,0,0.298,0.361,0.308,6,5,15.10%,8.80%,85,84.9,102.3,106.2,11.1,23.60%,13.50%,42.20%,66.30%,85.40%,23.70%,10.10%,40.00%,0.141,50.00%,0.149,55.70%,30%,76.00%
1411,1336576512,T. Patty,Tyshon Patty,Patty,Tyshon,3B,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,547,123,1,0.276,0.361,0.321,5,2,8.10%,16.80%,74.7,89,95.4,95.4,6.1,50.00%,0.00%,34.20%,51.50%,89.80%,19.70%,2.70%,0.00%,-,0.00%,-,94.40%,20%,92.00%
1412,1208590592,M. Moise,Mac Moise,Moise,Mac,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,1053,193,0,0.223,0.361,0.362,10,7,20.60%,17.60%,88.8,92.9,103.3,108.1,15.4,31.00%,25.00%,37.00%,59.10%,84.50%,20.10%,9.10%,21.40%,0.003,33.30%,0.443,55.50%,45%,75.40%
1413,1278316989,J. Sorenson,Jaxon Sorenson,Sorenson,Jaxon,1B,Liberty University,LIB,730156288,Liberty,BBC,L,R,1045,209,0,0.239,0.361,0.324,8,14,27.60%,15.00%,90.2,93.3,105.2,109.7,15,29.90%,20.90%,39.70%,65.50%,78.60%,20.20%,13.70%,51.70%,0.202,47.60%,0.138,35.20%,49%,65.50%
1414,1320088320,A. Cain,Andrew Cain,Cain,Andrew,1B,University of Arizona,ARIZ,232,Arizona,BBC,L,R,695,154,0,0.247,0.361,0.309,13,6,19.40%,11.10%,89.8,90.5,103.1,107.8,19.9,34.60%,25.20%,42.30%,67.70%,87.30%,23.70%,8.90%,13.30%,0.302,13.30%,0.354,60.60%,49%,78.90%
1415,1297521920,M. Sprockett,Michael Sprockett,Sprockett,Michael,C,Belmont University,BEL,730190336,Belmont,BBC,L,R,743,195,0,0.277,0.361,0.29,7,12,26.40%,5.60%,85.6,85.3,100.4,108.2,20.3,29.90%,15.00%,54.90%,79.40%,74.10%,34.70%,16.80%,21.40%,0.164,30.80%,0.741,57.70%,36%,69.40%
1416,1170236416,W. Henson,Will Henson,Henson,Will,LF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,594,127,0,0.236,0.361,0.318,5,6,20.10%,9.40%,86.4,91.6,101.8,107.7,10,24.10%,18.40%,44.10%,65.20%,77.60%,29.90%,13.50%,50.00%,0.591,33.30%,0.228,57.00%,39%,69.50%
1417,1178748928,A. Carris,Akili Carris,Carris,Akili,3B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,639,170,0,0.341,0.361,0.288,13,1,16.70%,6.50%,86.9,82.3,101.6,105.5,9.8,26.70%,13.30%,46.30%,71.30%,86.20%,27.60%,9.90%,20.00%,0.397,40.00%,0.265,63.90%,35%,78.70%
1418,1369787182,G. Arnold,Garrett Arnold,Arnold,Garrett,C,Ball State University,BALL,730195456,Ball State,BBC,R,R,664,157,0,0.318,0.361,0.265,11,0,8.80%,9.30%,82.3,81.4,97.2,100.3,18.3,44.00%,14.00%,44.90%,63.60%,92.40%,25.80%,5.30%,33.30%,0,25.00%,-,77.80%,18%,88.30%
1419,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,576,189,17,0.291,0.361,0.17,15,9,19.70%,6.60%,83.2,86.3,100.4,105,11,33.30%,15.60%,55.40%,78.90%,80.60%,37.30%,13.40%,40.00%,0.435,28.60%,0.209,57.00%,31%,75.90%
1420,1648774913,A. Raymond,Andrew Raymond,Raymond,Andrew,C,George Mason University,GMU,730265088,George Mason,BBC,U,R,797,175,0,0.286,0.361,0.28,10,5,12.10%,14.00%,85.7,90.6,104.1,106.2,-5,17.10%,12.40%,38.90%,68.90%,89.60%,16.60%,5.50%,25.00%,0.132,-,-,71.80%,37%,85.80%
1421,1297581568,A. Gilio,Ashtin Gilio,Gilio,Ashtin,CF,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,678,162,0,0.278,0.361,0.193,9,6,22.20%,13.10%,78.4,85.1,96.1,100,12.7,32.40%,8.80%,42.30%,66.70%,78.90%,21.60%,9.40%,0.00%,0.195,66.70%,0,59.10%,15%,77.70%
1422,1157546753,C. Karczewski,Camden Karczewski,Karczewski,Camden,SS,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,786,185,0,0.324,0.36,0.288,7,3,16.00%,8.00%,81.6,86.7,96.8,98.9,0.9,19.70%,6.10%,45.20%,66.20%,85.90%,27.90%,9.40%,100.00%,0.192,44.40%,0.146,61.60%,21%,79.20%
1423,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,719,168,0,0.298,0.36,0.337,4,6,15.30%,8.40%,84.3,84.6,98.1,105,18.2,26.60%,8.50%,45.80%,68.80%,89.20%,27.80%,11.10%,16.70%,0.869,14.30%,0.253,50.50%,27%,75.70%
1424,1100794880,P. DAmico,Pat DAmico,DAmico,Pat,1B,Bryant University,BRY,730266880,Bryant,BBC,R,R,817,182,0,0.236,0.36,0.333,11,11,16.50%,12.40%,86,90.1,102.6,108.7,10.1,37.70%,22.60%,43.70%,68.00%,81.20%,22.40%,10.80%,12.50%,0.652,28.60%,0.032,58.80%,38%,75.40%
1425,1209232640,R. Hernandez,Ryder Hernandez,Hernandez,Ryder,SS,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,752,161,0,0.28,0.36,0.289,6,4,18.80%,12.40%,76.4,87.7,94.9,98.3,3.5,29.20%,4.20%,49.20%,69.10%,80.00%,35.60%,12.60%,33.30%,0.275,80.00%,0,63.60%,8%,74.30%
1426,1295194360,C. Isom-McCall,Charlie Isom-McCall,Isom-McCall,Charlie,2B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,864,221,0,0.276,0.36,0.299,11,5,12.70%,10.80%,85.4,82.6,99.1,100.2,8.6,12.00%,4.00%,39.80%,59.60%,89.80%,21.90%,5.80%,66.70%,0.078,50.00%,0,71.40%,24%,85.50%
1427,1235490304,K. Hager,Kevin Hager,Hager,Kevin,SS,Cornell University,COR,730298624,Cornell,BBC,R,R,586,123,0,0.276,0.36,0.335,7,2,13.50%,12.80%,86.6,85.7,100,105,15.6,39.60%,17.60%,43.20%,68.80%,83.80%,19.10%,9.20%,33.30%,0.002,0.00%,0.547,64.30%,31%,78.70%
1428,1099315456,S. Canton,Sam Canton,Canton,Sam,CF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,709,161,0,0.286,0.36,0.279,8,5,18.20%,10.40%,90.2,89.4,103.3,111.3,7.4,28.00%,20.00%,41.70%,61.70%,86.00%,17.80%,8.50%,0.00%,0.535,28.60%,0.228,56.10%,46%,79.70%
1429,1124743680,T. McGuire,Tim McGuire,McGuire,Tim,3B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,L,R,714,164,0,0.287,0.36,0.238,8,1,13.70%,15.10%,76.3,84.7,96.1,94.1,-3.3,21.70%,0.00%,41.50%,62.70%,88.20%,16.40%,5.60%,50.00%,0,0.00%,-,75.00%,13%,86.50%
1430,1255817984,G. Palfrey,Griffin Palfrey,Palfrey,Griffin,TWP,Columbia University,CLMB,730319104,Columbia,BBC,R,R,849,199,9,0.261,0.36,0.275,17,6,11.80%,9.70%,88.6,89.8,104,110.6,7.3,27.90%,15.80%,45.60%,72.10%,88.60%,25.50%,7.20%,5.30%,0.378,43.50%,0.108,74.60%,38%,84.20%
1431,1167698432,R. Kozar,Rees Kozar,Kozar,Rees,C,Niagara University,NIAG,730156544,Niagara,BBC,R,R,551,143,0,0.273,0.36,0.267,7,6,15.60%,11.40%,83,80.7,103.8,104.6,19.2,34.80%,17.40%,48.60%,73.40%,79.80%,25.40%,11.10%,100.00%,-,25.00%,0,61.10%,30%,77.20%
1432,1153425920,C. Walker,Conlon Walker,Walker,Conlon,LF,George Washington University,GW,730249216,George Washington,BBC,L,L,642,133,0,0.278,0.36,0.288,7,2,13.90%,15.20%,86,81.6,103.4,107.6,6.3,20.00%,12.00%,42.50%,66.70%,92.90%,24.60%,5.90%,0.00%,0.098,6.70%,0.051,70.90%,35%,86.10%
1433,1504306724,C. Maryniak,Connor Maryniak,Maryniak,Connor,SS,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,1002,216,1,0.259,0.36,0.318,8,11,22.70%,12.20%,88.3,92.3,104.3,107.8,8.3,35.60%,22.10%,44.40%,66.20%,83.00%,27.50%,10.90%,19.60%,0.317,39.50%,0.49,61.90%,46%,75.50%
1434,1266858240,K. Musser,Kyle Musser,Musser,Kyle,1B,Cornell University,COR,730298624,Cornell,BBC,R,R,446,103,0,0.262,0.36,0.332,4,5,22.00%,6.80%,88.3,90.4,102.1,108.3,11,30.80%,16.90%,39.50%,58.30%,86.60%,22.70%,8.50%,40.00%,0.038,50.00%,0.098,59.60%,32%,78.40%
1435,1281390848,J. Zimbardo,Jared Zimbardo,Zimbardo,Jared,CF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,779,162,0,0.296,0.36,0.317,7,3,25.00%,9.40%,84.2,89.4,100.9,107.2,11.1,34.60%,14.00%,42.40%,61.70%,81.70%,25.80%,11.70%,29.40%,0.192,34.30%,0.243,53.20%,38%,72.40%
1436,1237388544,P. Seals,Pierre Seals,Seals,Pierre,RF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,727,148,0,0.291,0.36,0.291,8,5,33.70%,9.90%,92,91.2,106.6,111.5,2,24.40%,19.80%,41.50%,60.70%,76.70%,28.50%,15.00%,38.20%,0.362,51.40%,0.13,46.20%,56%,63.90%
1437,1085400320,R. Taylor,Ryan Taylor,Taylor,Ryan,CF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,710,147,0,0.265,0.36,0.239,7,3,28.70%,13.50%,87.2,87.2,102.5,105.5,4.4,22.70%,13.60%,42.80%,67.00%,79.70%,24.00%,11.70%,53.30%,0.144,28.60%,0.037,55.40%,36%,72.70%
1438,1342167036,M. Howell,Martin Howell,Howell,Martin,C,University of Dayton,DAY,730194688,Dayton,BBC,R,R,512,128,0,0.25,0.36,0.347,9,7,24.70%,5.30%,89.3,91,105.1,108,15.2,30.20%,28.30%,50.60%,75.20%,75.20%,31.90%,16.20%,50.00%,0,36.40%,0.218,52.40%,51%,68.00%
1439,1318575104,S. Pisacreta,Sebastian Pisacreta,Pisacreta,Sebastian,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,805,166,0,0.247,0.36,0.293,9,8,22.10%,13.70%,89.3,91.7,104.3,108.6,15.3,30.10%,19.40%,40.40%,65.60%,76.30%,22.20%,11.70%,26.10%,0.556,36.40%,0.104,59.00%,53%,71.10%
1440,1269467136,P. Bonds,Peyton Bonds,Bonds,Peyton,CF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,855,223,0,0.3,0.36,0.292,10,5,17.40%,8.10%,89.6,86,106.2,119.3,8.1,26.20%,15.20%,48.70%,68.00%,85.40%,34.90%,9.60%,18.80%,0.625,24.10%,0.121,73.10%,41%,80.30%
1441,1295264227,G. Olson,Griffin Olson,Olson,Griffin,3B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,932,188,0,0.207,0.36,0.356,9,11,29.00%,15.10%,87.6,87,103.9,108.7,16.6,31.50%,21.90%,41.30%,63.00%,75.70%,21.80%,14.10%,25.00%,0.166,0.00%,0.084,44.30%,40%,66.00%
1442,1081438208,G. Ganun,Gavin Ganun,Ganun,Gavin,LF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,893,172,0,0.244,0.36,0.319,9,7,35.80%,16.00%,88.5,95.3,107,108.9,10,46.40%,28.60%,40.20%,61.20%,62.70%,25.80%,18.50%,33.30%,0.172,100.00%,-,31.90%,46%,54.00%
1443,1174874368,G. Larsen,Garrett Larsen,Larsen,Garrett,LF,Yale University,YALE,730334464,Yale,BBC,R,R,672,174,0,0.299,0.359,0.276,11,0,9.90%,5.60%,79.1,80.7,95.6,99.9,3.4,21.80%,7.30%,44.50%,63.90%,93.10%,29.40%,4.60%,0.00%,0.305,33.30%,0.243,83.20%,13%,89.60%
1444,1239374080,Z. Kent,Zack Kent,Kent,Zack,2B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,743,171,0,0.287,0.359,0.259,11,5,13.20%,9.30%,81.2,79,101,105.7,10.2,26.30%,12.60%,41.90%,63.60%,87.40%,22.90%,7.50%,0.00%,0.248,41.70%,0.104,68.20%,24%,82.00%
1445,1058192003,C. Schrack,Carson Schrack,Schrack,Carson,2B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,669,139,0,0.252,0.359,0.359,7,3,3.90%,18.80%,83.6,83,101.1,105.8,4.7,23.90%,11.90%,35.10%,60.50%,95.10%,19.40%,3.00%,0.00%,0.453,50.00%,0.349,81.70%,36%,91.50%
1446,1093138944,C. Campbell,Cason Campbell,Campbell,Cason,2B,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,R,704,143,0,0.28,0.359,0.299,3,4,17.90%,15.10%,84.9,83.2,101.8,106.5,3,19.80%,9.40%,39.50%,60.50%,86.50%,23.40%,8.20%,26.70%,0.144,30.00%,0.32,64.00%,33%,79.10%
1447,1280636850,A. Singer,AJ Singer,Singer,AJ,2B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,1106,234,0,0.312,0.359,0.288,10,3,12.50%,11.80%,85.6,86.1,99.2,105.1,8.5,30.70%,11.90%,38.20%,58.40%,92.90%,20.80%,4.90%,11.80%,0.137,13.30%,0.128,75.90%,26%,87.20%
1448,1033943553,D. Urreta,Diego Urreta,Urreta,Diego,2B,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,L,834,185,0,0.265,0.359,0.296,9,3,12.80%,19.10%,84.5,85.3,95.3,100.4,10,29.60%,14.80%,33.20%,53.80%,85.70%,14.80%,5.30%,33.30%,0.187,100.00%,-,66.00%,15%,84.10%
