Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
1,1236375552,H. Feinberg,Harrison Feinberg,Feinberg,Harrison,LF,Northeastern University,NE,343,Northeastern,BBC,R,R,641,140,0,0.264,0.392,0.234,7,10,27.10%,11.40%,99.9,97.1,104.5,105.2,16.4,33.30%,33.30%,42.00%,61.30%,73.70%,42.50%,11.20%,0.00%,-,50.00%,0.004,52.90%,78%,73.20%
1,1234539008,J. Newton,John Newton,Newton,John,OF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,669,158,0,0.304,0.416,0.353,7,9,21.10%,13.60%,83.3,84,104.5,113,5.9,35.40%,20.70%,43.90%,69.20%,87.60%,29.20%,9.00%,35.00%,0.097,35.30%,0.229,63.80%,43%,79.60%
1,1153057792,J. Williams,Jake Williams,Williams,Jake,2B,Yale University,YALE,730334464,Yale,BBC,R,R,586,154,0,0.273,0.317,0.24,7,1,18.20%,9.90%,79.4,81.4,98.1,99.7,10.5,38.90%,11.10%,42.70%,64.60%,88.50%,24.30%,6.30%,14.30%,0.202,25.00%,0.038,58.50%,17%,85.20%
1,1153058048,J. Pierantoni,Jeff Pierantoni,Pierantoni,Jeff,SS,Yale University,YALE,730334464,Yale,BBC,L,R,494,144,0,0.278,0.321,0.277,5,1,17.80%,4.60%,75.2,78.8,97.1,100.1,12.6,35.80%,11.30%,50.20%,70.50%,91.90%,36.80%,6.10%,0.00%,-,0.00%,-,79.40%,13%,87.90%
1,1166939136,A. Atkinson,Alec Atkinson,Atkinson,Alec,1B,Yale University,YALE,730334464,Yale,BBC,R,R,355,76,0,0.211,0.306,0.303,2,2,8.20%,15.50%,80.8,82.4,94.4,99.3,8.8,17.10%,2.90%,43.10%,79.50%,92.40%,24.80%,5.90%,-,0,0.00%,0.108,64.00%,9%,86.30%
1,1166939648,T. Martin,Tommy Martin,Martin,Tommy,RF,Yale University,YALE,730334464,Yale,BBC,S,R,312,92,0,0.196,0.266,0.249,1,1,10.70%,12.50%,82.2,86.1,94.4,101.6,5.1,26.90%,11.50%,43.30%,63.00%,88.20%,25.60%,6.10%,100.00%,0,-,-,80.00%,12%,85.90%
1,1255817728,A. Lazits,Anton Lazits,Lazits,Anton,RF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,722,147,0,0.306,0.397,0.308,12,5,20.10%,12.80%,85.3,87.7,101.9,106.4,15.9,39.20%,12.40%,44.90%,71.20%,85.00%,24.70%,9.40%,44.40%,0.209,44.40%,0.245,64.30%,30%,79.00%
1,1255817984,G. Palfrey,Griffin Palfrey,Palfrey,Griffin,TWP,Columbia University,CLMB,730319104,Columbia,BBC,R,R,712,174,8,0.356,0.425,0.306,13,7,9.50%,8.00%,88.4,90.9,103.8,106.6,9.7,27.70%,16.80%,45.50%,66.20%,91.60%,29.30%,7.40%,11.80%,0.332,28.60%,0.212,69.30%,41%,83.60%
1,1279343872,J. Kail,Jack Kail,Kail,Jack,2B,Columbia University,CLMB,730319104,Columbia,BBC,L,R,570,134,0,0.239,0.32,0.267,4,3,8.80%,9.40%,83.1,86,97.4,101.9,9.6,22.20%,7.40%,47.40%,71.30%,87.20%,30.60%,7.20%,26.70%,0.059,20.00%,0.428,79.80%,19%,84.80%
1,1290256128,C. Hage,Cole Hage,Hage,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,683,138,0,0.326,0.424,0.348,8,7,24.70%,10.80%,88.6,88.4,107.7,114.8,18.4,32.50%,19.30%,42.50%,72.70%,80.20%,23.90%,12.00%,23.50%,0.096,44.40%,0.261,51.70%,47%,71.70%
1,1293149440,S. Selinsky,Skye Selinsky,Selinsky,Skye,CF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,656,142,0,0.282,0.348,0.3,5,2,18.20%,11.80%,83.5,81.6,100.5,108.4,16.7,33.70%,15.80%,44.10%,68.00%,88.00%,29.50%,9.10%,33.30%,0.044,38.90%,0.417,64.50%,29%,79.20%
1,1310337025,D. Hanson,Davis Hanson,Hanson,Davis,TWP,Yale University,YALE,730334464,Yale,BBC,R,R,543,131,1,0.29,0.352,0.283,7,2,18.00%,11.80%,86.4,87.9,103.9,106,18.8,13.00%,6.50%,39.60%,67.10%,86.20%,18.70%,7.90%,40.00%,0.071,20.00%,0.006,52.90%,50%,80.00%
1,1323379456,S. Miller,Sam Miller,Miller,Sam,SS,Columbia University,CLMB,730319104,Columbia,BBC,R,R,201,52,7,0.308,0.393,0.254,3,3,24.60%,3.50%,87.6,93.9,103.3,109,15.5,41.90%,22.60%,49.30%,75.00%,76.70%,32.10%,16.40%,25.00%,0.238,100.00%,0,45.70%,39%,66.70%
1,1336138240,C. Fellows,Cole Fellows,Fellows,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,L,R,235,60,0,0.283,0.357,0.286,3,3,24.60%,5.80%,85.6,87.6,104.2,107.9,0.5,35.00%,17.50%,51.50%,71.10%,78.30%,37.60%,16.60%,44.40%,1.417,33.30%,0.008,52.00%,25%,67.80%
1,1099808512,M. Dalena,Maddix Dalena,Dalena,Maddix,1B,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,240,58,0,0.241,0.361,0.118,1,3,26.80%,18.30%,-,-,-,-,-,-,-,34.60%,-,100.00%,-,7.50%,-,-,-,-,-,-,78.30%
1,1108031488,K. Morton,Korey Morton,Morton,Korey,OF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,716,223,0,0.291,0.385,0.478,14,10,22.00%,9.20%,86,97.6,105.6,106.7,8,35.00%,25.00%,46.80%,75.00%,75.80%,33.30%,11.20%,-,-,0.00%,-,63.00%,50%,76.10%
1,1165791232,P. Tammaro,Paul Tammaro,Tammaro,Paul,IF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,291,90,0,0.389,0.472,0.49,6,4,10.30%,11.20%,74.5,77.6,99.8,100.3,5.4,35.70%,28.60%,41.20%,52.80%,89.50%,16.70%,3.40%,-,-,-,-,85.70%,36%,91.70%
1,1184783872,J. Studley,Jake Studley,Studley,Jake,OF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,778,234,0,0.325,0.398,0.419,12,8,14.50%,10.60%,91.2,92.7,104.1,106.8,2.3,33.30%,25.00%,40.40%,69.20%,94.40%,16.70%,4.90%,0.00%,0.377,-,-,53.30%,42%,87.90%
1,1220816128,B. Padilla,Bryan Padilla,Padilla,Bryan,2B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,707,218,0,0.266,0.336,0.382,11,6,16.10%,11.00%,82.2,87.9,100.8,105.4,10.7,42.10%,26.30%,41.90%,67.40%,87.10%,20.00%,5.10%,-,-,-,-,83.30%,37%,87.80%
1,1226160384,L. Broadhurst,Luke Broadhurst,Broadhurst,Luke,IF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,729,205,0,0.312,0.438,0.309,13,14,21.10%,14.90%,88.5,90.1,103.2,105.1,24.7,23.50%,23.50%,41.20%,70.80%,76.10%,21.60%,8.00%,-,-,-,-,89.50%,35%,80.70%
1,1242911232,T. Simmons,T.C. Simmons,Simmons,T.C.,OF,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,277,66,0,0.212,0.346,0.277,3,2,21.60%,22.70%,91,83.6,98.3,98.3,17.2,0.00%,0.00%,32.50%,66.70%,100.00%,44.40%,5.10%,-,-,-,-,50.00%,50%,84.40%
1,1258112256,M. Garbowski,Matt Garbowski,Garbowski,Matt,C,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,463,144,0,0.257,0.311,0.297,5,1,14.20%,11.90%,86.7,78.6,99.6,102.2,23.8,12.50%,12.50%,43.80%,71.40%,92.00%,21.40%,4.80%,0.00%,-,-,-,83.30%,31%,89.20%
1,1236944640,A. Lodise,Alex Lodise,Lodise,Alex,SS,University of North Florida,UNF,730296832,North Florida,BBC,R,R,780,219,0,0.306,0.414,0.288,14,16,19.00%,7.30%,86.7,88.4,101,105.8,19.9,21.20%,12.10%,50.80%,79.70%,81.80%,38.00%,10.60%,21.10%,0.218,0.00%,0.086,85.70%,30%,79.00%
1,1297546752,D. Ross,Deamez Ross,Ross,Deamez,CF,Florida State University,FSU,101,Florida State,BBC,L,L,580,143,0,0.287,0.329,0.292,4,2,18.10%,10.00%,86.3,83.9,101.3,107.4,-0.3,25.30%,9.20%,45.90%,71.40%,80.00%,27.70%,9.30%,20.80%,0.328,16.70%,0.166,76.70%,30%,79.70%
1,1074719744,C. Canales,Colby Canales,Canales,Colby,IF,Creighton University,CREI,730243840,Creighton,BBC,R,R,215,46,0,0.283,0.402,0.254,7,2,34.00%,13.20%,88.7,93.3,99.9,101.1,24.6,28.60%,14.30%,46.00%,70.00%,71.40%,30.80%,15.80%,0.00%,-,66.70%,-,40.00%,50%,65.70%
1,1123956992,T. Gillen,Tate Gillen,Gillen,Tate,CF,Creighton University,CREI,730243840,Creighton,BBC,L,L,386,77,0,0.299,0.369,0.325,4,0,11.40%,15.20%,74,83.7,96.7,100.1,10.1,25.60%,7.70%,35.50%,49.60%,93.10%,22.00%,4.40%,0.00%,0.053,0.00%,0.124,69.40%,18%,87.60%
1,1162567168,N. Sailors,Nolan Sailors,Sailors,Nolan,LF,Creighton University,CREI,730243840,Creighton,BBC,L,R,807,192,0,0.271,0.352,0.259,15,4,23.50%,9.60%,84.2,90.2,100,102.9,15.2,28.70%,15.00%,42.80%,65.70%,82.60%,30.80%,10.90%,33.30%,0.114,57.10%,0.031,60.00%,36%,74.50%
1,1220401408,W. MacLean,Will MacLean,MacLean,Will,1B,University of Massachusetts,MASS,5451,UMass,BBC,L,L,622,200,0,0.3,0.364,0.286,8,6,12.60%,6.30%,85.6,75.4,102,109.5,12.8,21.10%,0.00%,51.10%,80.60%,76.00%,40.00%,9.20%,-,-,-,-,65.00%,32%,82.10%
1,1252231168,N. Clifford,Nolan Clifford,Clifford,Nolan,TWP,Creighton University,CREI,730243840,Creighton,BBC,L,R,790,168,0,0.262,0.336,0.28,8,3,19.10%,12.90%,78.6,84.8,97.8,102.8,10.1,35.30%,13.20%,38.50%,60.40%,90.30%,19.20%,7.10%,33.30%,0.546,50.00%,0.076,48.20%,21%,81.60%
1,1334280704,B. North,Ben North,North,Ben,SS,Creighton University,CREI,730243840,Creighton,BBC,R,R,683,156,1,0.173,0.271,0.243,6,2,24.40%,9.80%,85.3,89,103.3,107.2,7.6,24.10%,10.30%,38.20%,60.00%,80.60%,24.50%,10.10%,30.80%,0.212,0.00%,0.017,60.00%,31%,73.60%
1,1139727104,T. Brown,Trey Brown,Brown,Trey,OF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,634,154,0,0.221,0.301,0.298,2,4,7.10%,14.30%,86.6,89.4,95.5,95.5,3.4,22.70%,4.50%,39.90%,75.50%,90.00%,16.30%,3.50%,0.00%,0.395,0.00%,0.866,75.00%,18%,91.30%
1,1170743296,F. Genther,Fritz Genther,Genther,Fritz,IF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,703,182,0,0.324,0.418,0.272,13,9,19.40%,12.40%,85.4,86.8,99.3,105.7,6.4,22.70%,18.20%,43.10%,82.70%,88.40%,27.30%,9.40%,25.00%,0.105,40.00%,0.277,46.70%,23%,78.20%
1,1197062912,J. Fitzgibbons,Jake Fitzgibbons,Fitzgibbons,Jake,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,191,44,0,0.114,0.214,0.134,3,1,25.50%,9.80%,81.1,77.4,91.6,92.7,39.1,12.50%,0.00%,34.60%,57.60%,57.90%,25.00%,9.40%,75.00%,0.238,-,-,60.00%,0%,72.70%
1,1222786048,R. Proto,Ryan Proto,Proto,Ryan,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,613,177,0,0.277,0.316,0.225,15,1,17.70%,8.10%,87.8,87.1,99.9,104.3,18.5,20.00%,10.00%,46.30%,66.70%,82.10%,25.70%,8.20%,33.30%,0.368,100.00%,0,44.40%,40%,82.40%
1,1255329280,C. Kelly,Conor Kelly,Kelly,Conor,1B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,343,81,0,0.198,0.253,0.198,3,0,21.90%,12.50%,84.6,83.2,96.2,100.5,19.7,30.80%,15.40%,41.40%,62.50%,80.00%,25.50%,7.30%,100.00%,0,66.70%,0.202,57.10%,23%,82.40%
1,1275799808,R. Hernandez,Roddy Hernandez,Hernandez,Roddy,IF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,340,72,0,0.125,0.236,0.151,2,1,33.70%,14.10%,62.7,91.3,91.3,91.3,-1.7,0.00%,0.00%,42.10%,75.00%,53.30%,17.80%,13.80%,-,-,-,-,50.00%,0%,67.10%
1,1309473536,A. Luccini,Alex Luccini,Luccini,Alex,CF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,652,175,0,0.274,0.338,0.335,6,3,27.60%,8.90%,81.7,84.8,97.1,105.5,7.2,36.40%,9.10%,46.00%,70.70%,69.00%,28.60%,12.40%,80.00%,0.333,-,-,20.00%,18%,73.00%
1,1310843904,B. Fish,Brandon Fish,Fish,Brandon,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,459,127,0,0.26,0.282,0.19,3,1,14.90%,7.10%,88.3,84.2,102.2,97.4,6.4,6.70%,0.00%,49.90%,66.70%,93.30%,29.30%,6.30%,11.10%,0.069,100.00%,-,47.10%,27%,87.30%
1,1121363968,T. Kozal,Thatcher Kozal,Kozal,Thatcher,OF,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,288,74,0,0.23,0.423,0.31,2,5,27.90%,22.50%,76.7,59.2,97,98.1,-0.7,27.30%,18.20%,27.10%,67.70%,57.10%,34.50%,8.00%,-,0,-,-,35.00%,18%,70.50%
1,1186324992,J. Bellows,Jess Bellows,Bellows,Jess,CF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,391,167,0,0.293,0.326,0.247,8,1,18.40%,4.20%,77.5,85.3,94.5,99.2,5.9,30.30%,3.00%,47.30%,67.80%,85.00%,30.00%,6.40%,0.00%,-,33.30%,0.034,66.70%,6%,86.50%
1,1250235392,A. Benes,Adam Benes,Benes,Adam,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,285,89,0,0.225,0.329,0.3,2,3,27.00%,17.10%,89.4,87,98.7,101.2,23.9,42.90%,28.60%,32.60%,63.00%,47.10%,40.00%,7.00%,-,0,100.00%,0,42.90%,43%,78.50%
1,1319729152,C. Stuff,Cade Stuff,Stuff,Cade,IF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,555,182,0,0.286,0.381,0.222,16,5,25.00%,12.30%,84.8,96.3,100.5,100.5,-9.9,26.70%,20.00%,39.30%,75.40%,76.10%,30.10%,6.80%,50.00%,0.038,50.00%,0,45.20%,47%,82.60%
1,1319729408,D. Parry,Dawson Parry,Parry,Dawson,IF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,517,200,0,0.32,0.389,0.307,11,10,18.90%,7.90%,83.6,87.7,104.9,111.7,19,35.50%,19.40%,45.10%,67.70%,86.40%,32.70%,5.20%,0.00%,0,57.10%,0.184,58.80%,35%,88.40%
1,1284013056,H. Helligso,Hogan Helligso,Helligso,Hogan,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,488,118,0,0.314,0.378,0.306,9,2,21.40%,10.00%,83.4,87.2,98.9,100.5,4.5,33.30%,15.60%,42.80%,64.70%,78.70%,25.20%,10.70%,66.70%,0.045,40.00%,0.252,59.00%,29%,75.10%
1,1322245888,J. Grace,Jack Grace,Grace,Jack,IF,Creighton University,CREI,730243840,Creighton,BBC,R,R,664,156,0,0.295,0.38,0.256,2,11,30.70%,9.10%,91,92.2,102.9,107.1,13.9,34.70%,22.40%,41.60%,62.60%,74.80%,23.30%,14.60%,20.00%,0.768,80.00%,0,38.20%,53%,64.90%
1,1078554880,K. Lyons,Kyle Lyons,Lyons,Kyle,OF,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,537,164,0,0.299,0.301,0.257,4,0,18.20%,5.50%,81.3,83.1,94.4,104.1,4.6,36.80%,4.40%,48.40%,70.30%,92.70%,31.50%,7.80%,50.00%,0.116,71.40%,0.02,56.50%,6%,83.80%
1,1083798784,D. Melnick,Danny Melnick,Melnick,Danny,C,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,240,61,0,0.262,0.311,0.229,1,2,21.90%,8.20%,84.3,89.2,101.6,102.4,2.1,22.70%,18.20%,55.80%,81.80%,91.10%,37.10%,12.50%,25.00%,0.269,50.00%,0,60.90%,45%,77.60%
1,1119930368,Z. Sylvester,Zack Sylvester,Sylvester,Zack,IF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,710,151,0,0.245,0.339,0.263,12,4,14.20%,12.60%,86.9,91.7,100.4,102.9,11.4,36.10%,16.70%,38.00%,60.60%,95.50%,15.50%,4.60%,0.00%,0.113,25.00%,0.041,64.70%,33%,87.80%
1,1141806336,M. Viera,Max Viera,Viera,Max,IF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,832,216,0,0.319,0.366,0.23,17,5,14.00%,7.80%,83.6,87.8,103.6,108.3,11.9,23.60%,9.10%,46.50%,68.80%,83.00%,27.10%,8.30%,25.00%,0,33.30%,0.076,59.50%,27%,82.20%
1,1203295744,J. Luders,Jonathan Luders,Luders,Jonathan,IF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,528,135,0,0.304,0.37,0.342,3,2,4.50%,10.60%,75,73.9,90.8,93.6,16.9,43.10%,0.00%,41.70%,64.50%,95.80%,24.30%,2.10%,12.50%,0.38,0.00%,0,92.90%,0%,95.00%
1,1203296512,D. Hack,Devin Hack,Hack,Devin,OF,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,772,198,0,0.313,0.348,0.258,7,0,10.50%,11.80%,80.6,82.7,94.4,99.9,11.3,29.20%,8.30%,39.80%,67.00%,91.30%,19.00%,4.70%,50.00%,0.172,0.00%,0.157,77.40%,10%,88.30%
1,1203296768,S. Pokrovsky,Staus Pokrovsky,Pokrovsky,Staus,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,740,190,0,0.295,0.384,0.325,7,11,22.80%,7.80%,88.6,90.8,106.3,109.8,13.8,31.60%,18.40%,46.20%,67.60%,79.50%,21.80%,10.30%,0.00%,1.41,0.00%,0,56.30%,47%,77.80%
1,1128082176,J. Donahue,Jacob Donahue,Donahue,Jacob,OF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,889,183,0,0.273,0.369,0.322,9,1,14.40%,16.80%,81.8,80.5,98.9,102,14.6,33.80%,16.90%,30.80%,50.00%,96.30%,16.20%,2.90%,0.00%,0.015,28.60%,0.079,74.50%,25%,90.50%
1,1136407808,D. Wuestenfeld,Danny Wuestenfeld,Wuestenfeld,Danny,1B,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,717,170,0,0.241,0.316,0.323,6,5,25.00%,12.00%,89.9,90.5,105.9,109,18.3,30.40%,21.40%,36.70%,59.20%,80.60%,15.50%,8.40%,0.00%,0.331,25.00%,0.223,70.00%,45%,77.20%
1,1136408064,D. Stengren,Drew Stengren,Stengren,Drew,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,190,52,0,0.288,0.309,0.289,2,0,11.50%,9.80%,84.3,83.2,98.1,98,13.4,33.30%,4.80%,33.20%,47.90%,100.00%,11.80%,4.20%,-,0,100.00%,0,83.30%,24%,87.30%
1,1140207872,E. Stuart,Ely Stuart,Stuart,Ely,IF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,357,89,0,0.202,0.295,0.346,4,1,24.60%,8.80%,80.6,82.2,98.2,103.6,8.6,39.10%,13.00%,43.10%,67.70%,81.80%,22.10%,12.00%,-,-,-,-,42.10%,30%,72.10%
1,1142564352,M. Jackson,Marquis Jackson,Jackson,Marquis,OF,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,788,148,0,0.216,0.381,0.33,3,8,25.20%,18.90%,84.5,88.4,100.9,104.8,17.1,19.10%,12.80%,28.70%,47.10%,87.60%,17.90%,6.20%,25.00%,0.24,-,-,53.80%,28%,78.30%
1,1200353024,J. Eichler,Jack Eichler,Eichler,Jack,SS,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,544,183,0,0.306,0.391,0.304,8,6,20.30%,13.40%,89.1,85.4,94.7,98.2,24,30.00%,0.00%,36.00%,78.90%,80.00%,32.00%,5.00%,-,0,-,0,50.00%,10%,86.20%
1,1232140032,R. Morgan IV,Robby Morgan IV,Morgan IV,Robby,OF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,881,210,0,0.238,0.358,0.359,10,12,23.10%,12.00%,92,93.1,106.3,110.3,13.9,32.40%,21.10%,40.10%,64.10%,82.70%,18.30%,10.00%,33.30%,0,50.00%,0.112,53.10%,51%,75.10%
1,1306794496,C. Prout,Cole Prout,Prout,Cole,RF,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,444,82,0,0.22,0.357,0.317,4,2,26.30%,21.10%,89.1,92.1,106.3,109.1,13.1,33.30%,25.90%,29.30%,58.80%,90.90%,6.90%,4.50%,0.00%,-,-,-,63.60%,41%,84.60%
1,1168691200,N. Dardas,Nick Dardas,Dardas,Nick,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,601,122,0,0.23,0.344,0.281,7,2,24.40%,18.80%,78.6,82.2,98.2,103,19.8,20.50%,2.30%,29.10%,45.10%,86.30%,12.60%,5.50%,50.00%,0.008,33.30%,0.19,72.70%,18%,81.10%
1,1162501120,C. Benge,Carson Benge,Benge,Carson,TWP,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,1000,197,10,0.345,0.435,0.378,17,7,12.90%,16.90%,90.9,92.2,107.9,112,-1,31.40%,24.80%,41.50%,69.30%,83.40%,22.90%,8.50%,36.00%,0.361,53.30%,0.242,69.80%,54%,79.50%
1,1207764736,N. Schubart,Nolan Schubart,Schubart,Nolan,RF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,1149,216,0,0.338,0.47,0.404,20,17,28.40%,16.30%,92.2,97.4,109.3,116,14.1,40.30%,27.90%,41.30%,64.80%,73.50%,23.50%,13.80%,36.60%,0.537,62.10%,0.449,51.70%,53%,66.50%
1,1244079872,T. Wulfert,Tyler Wulfert,Wulfert,Tyler,IF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,681,171,0,0.327,0.417,0.301,17,9,23.40%,6.40%,89.9,87.4,107.3,110.8,12.9,25.20%,19.50%,53.50%,75.70%,82.60%,34.90%,14.40%,27.50%,0.209,47.40%,0.395,56.50%,47%,73.10%
1,1330192384,Z. Ehrhard,Zach Ehrhard,Ehrhard,Zach,OF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,684,138,0,0.239,0.334,0.307,6,3,21.50%,15.70%,81.2,83.3,101.9,108.4,14.8,26.50%,9.60%,37.60%,62.50%,83.10%,17.20%,8.60%,35.70%,0.206,72.70%,0.009,61.90%,24%,77.00%
1,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,Colin,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,566,109,0,0.33,0.446,0.349,11,6,23.90%,16.40%,91.9,88.1,108.2,116.6,11,26.70%,17.30%,45.20%,74.10%,83.90%,30.50%,13.80%,21.40%,0.345,61.50%,0.64,50.00%,48%,69.50%
1,1142686720,G. Horvat,Gianni Horvat,Horvat,Gianni,2B,UNLV,UNLV,730161664,UNLV,BBC,R,R,332,94,0,0.223,0.275,0.234,4,0,20.40%,8.80%,78.7,88.7,98.6,100.8,-0.1,25.70%,8.60%,47.30%,70.80%,87.30%,31.80%,10.50%,-,-,0.00%,0.099,53.70%,23%,77.70%
1,1237547008,K. Jones II,Keith Jones II,Jones II,Keith,OF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,L,562,170,0,0.371,0.464,0.145,12,9,18.40%,16.50%,100.7,-,100.7,-,-40.4,0.00%,0.00%,38.10%,50.00%,66.70%,20.00%,4.10%,-,-,0.00%,0.082,0.00%,100%,89.30%
1,1250344192,P. Godfrey,Preston Godfrey,Godfrey,Preston,OF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,R,250,89,0,0.315,0.46,0.722,2,11,22.50%,10.80%,96.1,-,96.1,96.1,7.3,0.00%,0.00%,44.40%,100.00%,0.00%,50.00%,7.60%,-,-,-,-,100.00%,100%,82.90%
1,1262020096,M. Namie,Mitch Namie,Namie,Mitch,LF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,R,465,150,0,0.307,0.384,0.317,3,6,21.20%,12.00%,75.6,-,75.6,75.6,14.6,100.00%,0.00%,43.90%,33.30%,100.00%,28.60%,6.00%,-,-,-,-,50.00%,0%,86.30%
1,1268021760,D. Hale,Damone Hale,Hale,Damone,OF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,385,135,0,0.296,0.359,0.078,9,3,25.00%,7.70%,-,-,-,-,-,-,-,46.00%,66.70%,100.00%,50.00%,9.60%,-,-,66.70%,0,33.30%,-,79.10%
1,1278258432,N. Gore,Nick Gore,Gore,Nick,C,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,423,143,0,0.28,0.358,0.147,5,7,16.90%,10.80%,85.3,-,94.3,-,-23.8,0.00%,0.00%,45.90%,60.00%,33.30%,16.70%,6.90%,-,-,0.00%,0.102,100.00%,0%,85.10%
1,1309324032,L. Gallina,Logan Gallina,Gallina,Logan,IF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,R,225,77,0,0.208,0.353,0.138,2,5,28.90%,8.20%,-,-,-,-,-,-,-,39.60%,-,100.00%,-,6.20%,-,-,-,-,-,-,84.30%
1,1319590912,R. Ballesteros,Romeo Ballesteros,Ballesteros,Romeo,IF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,340,126,0,0.183,0.246,0.407,6,2,25.50%,7.80%,88.1,-,101.6,101.6,-2.5,0.00%,0.00%,49.70%,80.00%,75.00%,50.00%,9.70%,-,-,50.00%,0.867,50.00%,33%,80.50%
1,1291436288,H. Prescher,Hunter Prescher,Prescher,Hunter,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,187,65,0,0.2,0.243,0.092,0,1,13.70%,9.60%,76.2,76.2,82.6,82.6,56.8,0.00%,0.00%,45.50%,62.50%,80.00%,21.40%,5.90%,-,-,-,-,33.30%,0%,87.10%
1,1168994560,E. Martinez-Pagani,Edwin Martinez-Pagani,Martinez-Pagani,Edwin,IF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,S,R,153,57,0,0.263,0.32,0.045,3,2,16.40%,6.60%,-,-,-,-,-,-,-,52.30%,-,100.00%,-,9.80%,-,-,-,-,-,-,81.30%
1,1166690304,R. Guida,Ryne Guida,Guida,Ryne,1B,Florida International University,FIU,4468,Florida International,BBC,R,R,840,213,0,0.366,0.44,0.264,14,11,14.50%,7.30%,87.6,91.7,105.6,108.4,9.4,40.00%,33.30%,42.70%,66.20%,91.50%,23.80%,6.70%,9.10%,0.286,20.00%,0.486,84.20%,47%,84.40%
