Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,Z-Swing,Z-Contact%,O-Swing%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs Spin 83+,xSLG vs 83+ Spin
2836,1323828480,T. Ruffner,Teddy Ruffner,Ruffner,Teddy,RF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,778,174,53,0.241,0.328,0.259,9,5,32.40%,11.80%,85.5,82.5,97.4,103.5,16,40.90%,18.20%,42.90%,59.50%,76.60%,26.90%,15.80%,36.80%,0.547,-,-
2837,1324325632,J. Donohoe,Jesse Donohoe,Donohoe,Jesse,3B,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,801,167,45,0.24,0.328,0.295,8,7,21.70%,12.10%,91.1,90.6,104.7,110.1,16.5,35.60%,22.80%,39.30%,63.40%,82.40%,20.60%,9.50%,24.10%,0.066,0%,1.355
2838,1087834880,Z. Spinn,Zane Spinn,Spinn,Zane,SS,UTSA,UTSA,730373120,UTSA,BBC,L,R,389,90,35,0.267,0.328,0.305,2,2,17.30%,12.50%,88.3,94.8,100.1,103.5,-2,27.80%,16.70%,40.10%,74.50%,81.60%,13.30%,9.50%,23.70%,-,50%,0.019
2839,1297347328,A. Guzman,Adonys Guzman,Guzman,Adonys,C,University of Arizona,ARIZ,232,Arizona,BBC,R,R,631,136,39,0.265,0.328,0.301,5,1,11.60%,15.90%,88.7,89.1,101.4,106,16.1,27.00%,15.00%,46.00%,73.10%,88.10%,27.80%,7.90%,17.20%,0.102,41%,0.179
2840,1189389312,K. Novobilsky,Kevin Novobilsky,Novobilsky,Kevin,2B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,326,68,35,0.25,0.328,0.289,2,1,20.20%,13.10%,87.1,90.9,98.5,100.9,15,37.10%,17.10%,42.30%,70.00%,72.60%,19.90%,10.10%,23.90%,0.326,100%,0
2841,1093770240,R. Strand,Ryan Strand,Strand,Ryan,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,178,56,17,0.286,0.328,0.201,3,2,11.70%,5.00%,79.4,90.8,92.1,95.8,24.9,28.60%,14.30%,51.70%,78.30%,88.90%,8.30%,6.70%,13.00%,0.554,-,-
2842,1219223040,R. Eaton,Ryan Eaton,Eaton,Ryan,OF,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,58,8,11,0,0.327,0.327,0,0,31.30%,37.50%,-,-,-,-,-,-,-,22.40%,42.90%,100.00%,10.00%,6.90%,30.80%,-,100%,-
2843,1273284864,C. Hodges,Clayton Hodges,Hodges,Clayton,LF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,487,130,40,0.285,0.327,0.292,5,0,21.50%,12.00%,87.6,86.1,95.3,99.4,9.1,48.40%,9.70%,47.80%,75.60%,83.50%,23.90%,11.90%,24.90%,0.937,29%,0
2844,1317344768,K. Garbowski,Kyle Garbowski,Garbowski,Kyle,1B,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,677,160,45,0.237,0.327,0.302,5,1,15.10%,14.60%,81.9,79,96.7,103.3,16.8,16.10%,6.50%,39.00%,61.50%,78.00%,26.60%,5.30%,13.60%,0.033,33%,0.034
2845,1170743040,G. Preslar,Grayson Preslar,Preslar,Grayson,OF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,S,R,84,13,11,0.231,0.327,0.201,0,0,33.30%,23.80%,-,-,-,-,-,-,-,32.10%,75.00%,0.00%,40.00%,13.10%,40.70%,-,-,-
2846,1143047680,D. Carey,Dylan Carey,Carey,Dylan,SS,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,957,235,61,0.255,0.327,0.279,18,7,23.90%,6.40%,86.2,88,103,106.3,18.5,27.90%,19.90%,48.60%,70.30%,81.70%,31.30%,14.30%,29.50%,0.224,49%,0.454
2847,1287329024,N. Bandy,Nathan Bandy,Bandy,Nathan,IF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,668,185,52,0.303,0.327,0.203,12,3,11.60%,4.00%,84.4,85.8,97,102.2,18,28.90%,8.90%,47.30%,70.30%,90.70%,25.20%,6.00%,12.70%,0.004,0%,0.053
2848,1097597952,C. Carr,Cade Carr,Carr,Cade,C,Samford University,SAM,730386432,Samford,BBC,R,R,193,54,21,0.259,0.327,0.293,2,2,21.70%,8.30%,88.3,90.5,100.9,103.6,11.3,40.70%,25.90%,46.10%,68.40%,83.30%,29.20%,13.50%,29.20%,0.189,56%,0.017
2849,1115842560,B. Martin,Ben Martin,Martin,Ben,2B,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,361,117,44,0.265,0.327,0.202,6,0,18.60%,13.60%,81.4,-,90.8,80.7,-7.4,33.30%,0.00%,41.60%,61.10%,68.20%,5.60%,7.20%,17.30%,0.309,-,-
2850,1273293056,C. Moore,Connor Moore,Moore,Connor,LF,University of North Florida,UNF,730296832,North Florida,BBC,R,R,365,110,31,0.3,0.327,0.25,9,1,15.30%,5.10%,81.2,77.7,100.7,101.9,9.7,40.00%,6.70%,49.30%,68.50%,91.90%,30.70%,7.10%,14.40%,0.384,22%,-
2851,1238257920,T. Bethel,Tate Bethel,Bethel,Tate,3B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,779,176,51,0.278,0.327,0.283,11,1,23.10%,8.50%,86.4,88.8,100.2,105.5,5.4,32.20%,15.60%,40.40%,59.30%,84.60%,26.20%,9.20%,22.90%,0.401,30%,0.32
2852,1200777472,T. McKenzie,T.J. McKenzie,McKenzie,T.J.,OF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,531,119,44,0.235,0.327,0.287,5,5,23.90%,8.50%,83.7,86.8,103.9,109.1,17.7,37.90%,18.20%,46.70%,68.20%,79.20%,29.50%,14.30%,30.60%,0.326,53%,0.269
2853,1318693632,M. Leahy,Matt Leahy,Leahy,Matt,SS,Rider University,RID,730174976,Rider,BBC,R,R,629,168,50,0.28,0.327,0.287,4,2,11.20%,10.20%,77.5,81.3,92.8,94.4,20.7,20.60%,0.00%,46.30%,70.60%,85.40%,23.60%,7.30%,15.80%,0.23,0%,0.504
2854,1233722368,D. Contreras,Daniel Contreras,Contreras,Daniel,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,433,107,31,0.29,0.327,0.288,5,0,8.80%,8.80%,84,80.9,97.4,104.3,15.3,29.40%,2.00%,49.20%,75.00%,95.60%,34.00%,5.30%,10.80%,-,33%,0.115
2855,1148468480,M. Grant,Max Grant,Grant,Max,IF,University of Alabama,ALA,730206976,Alabama,BBC,L,R,138,36,16,0.25,0.327,0.343,0,3,25.00%,2.50%,86,88.1,102.2,106.3,9.3,26.10%,17.40%,44.90%,61.60%,86.70%,26.20%,7.20%,16.10%,0.32,13%,0.96
2856,1283569664,R. Callahan,Ryan Callahan,Callahan,Ryan,1B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,584,125,40,0.28,0.327,0.26,9,1,19.30%,6.20%,86.2,84.7,101.7,104.5,9.6,29.20%,12.50%,43.20%,65.60%,90.20%,27.30%,8.70%,20.20%,0.317,0%,0.239
2857,1287380992,B. Nowik,Breck Nowik,Nowik,Breck,1B,Purdue University,PUR,730353152,Purdue,BBC,R,R,154,39,23,0.256,0.327,0.314,0,1,12.80%,4.30%,85.5,82,102.2,106.9,9.2,44.80%,24.10%,45.50%,74.30%,88.50%,20.80%,5.20%,11.40%,0,67%,0.058
2858,1273820160,G. Sepulveda,Gabriel Sepulveda,Sepulveda,Gabriel,u,Morehead State University,MORE,730158080,Morehead State,BBC,S,R,374,80,21,0.3,0.327,0.306,5,0,19.60%,10.90%,86.7,84.7,98.2,102.6,10.7,27.90%,0.00%,41.70%,66.10%,72.40%,24.30%,14.70%,35.30%,0.283,29%,0.195
2859,1176122880,L. Odom,Lawson Odom,Odom,Lawson,C,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,383,81,38,0.235,0.327,0.293,3,1,14.20%,11.30%,78.3,83,96.4,100,4.4,29.50%,4.90%,38.90%,61.10%,88.50%,22.00%,6.00%,15.40%,0.32,8%,0.225
2860,1213318656,M. Whelehan,Mike Whelehan,Whelehan,Mike,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,358,140,42,0.3,0.327,0.236,3,0,15.20%,11.60%,76.6,69.8,90.5,93.3,4.7,30.00%,0.00%,44.70%,63.90%,91.30%,37.90%,3.40%,7.50%,-,-,-
2861,1237965312,J. Pierini,Joseph Pierini,Pierini,Joseph,2B,Florida A&M University,FAMU,5416,Florida A&M,BBC,S,R,675,178,53,0.264,0.327,0.201,9,3,26.10%,12.30%,94.8,91.7,99.7,99.7,3.5,0.00%,0.00%,40.30%,64.50%,70.00%,25.00%,7.90%,19.50%,0,100%,0
2862,1250338048,R. Grabosch,Ryan Grabosch,Grabosch,Ryan,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,717,204,53,0.27,0.327,0.291,10,5,11.10%,4.70%,77.6,78.8,98.1,102.7,17.4,34.10%,6.80%,56.50%,78.40%,86.60%,37.10%,11.90%,21.00%,0.114,23%,0.417
2863,1238575360,L. Mansy,Luke Mansy,Mansy,Luke,3B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,180,31,14,0.194,0.327,0.326,1,0,11.40%,27.30%,88,89.7,100,101.5,4.4,22.70%,13.60%,34.40%,75.50%,82.50%,15.20%,7.80%,22.60%,-,50%,0.122
2864,1099188480,S. King,Skylar King,King,Skylar,CF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,626,155,52,0.258,0.327,0.259,8,5,11.50%,7.10%,84.6,81.5,103.9,105.5,6.8,29.40%,16.00%,46.20%,64.40%,92.50%,30.20%,7.50%,16.30%,0.23,54%,0.175
2865,1162267904,J. Metcho,Jack Metcho,Metcho,Jack,2B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,757,176,48,0.233,0.327,0.311,6,3,26.90%,15.30%,88.8,91.6,100.3,103.5,12.6,38.90%,25.00%,33.00%,56.10%,85.50%,6.90%,6.20%,18.80%,0.229,50%,0.055
2866,1182860800,C. Mullens,Cooper Mullens,Mullens,Cooper,IF,University of Michigan,MICH,2290,Michigan,BBC,R,R,116,18,25,0.222,0.327,0.252,1,0,27.60%,20.70%,73.1,88.3,95.6,95.9,13.3,27.30%,9.10%,31.90%,59.60%,75.00%,13.00%,11.20%,35.10%,0.102,0%,0.06
2867,1198416640,J. Williams,Javar Williams,Williams,Javar,LF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,L,629,114,46,0.228,0.327,0.313,5,0,16.80%,18.10%,82.7,78.4,99,104,-0.1,21.80%,10.30%,39.90%,60.40%,81.30%,21.30%,9.20%,23.10%,0.436,25%,0.231
2868,1142656000,L. Ismalli,Lucas Ismalli,Ismalli,Lucas,1B,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,242,52,15,0.173,0.327,0.269,3,3,20.60%,11.10%,86.4,82.7,101.1,105.5,21.2,40.00%,13.30%,41.70%,74.70%,89.20%,19.50%,7.40%,17.80%,0.148,100%,0
2869,1233442048,W. Worthington,Will Worthington,Worthington,Will,IF,University of San Diego,USD,5320,San Diego,BBC,R,R,849,192,56,0.302,0.327,0.252,8,1,23.20%,6.60%,80.8,83.9,97.2,101.5,15.1,33.00%,8.00%,47.00%,63.50%,86.80%,31.90%,10.10%,21.60%,0.318,42%,0.156
2870,1222811904,C. Stefano,Cole Stefano,Stefano,Cole,CF,Towson University,TOWS,730318336,Towson,BBC,L,R,703,161,47,0.298,0.327,0.243,2,0,19.30%,10.20%,75.1,72.7,96.3,98.5,-3.5,17.80%,4.10%,36.70%,61.60%,86.50%,18.50%,6.70%,18.20%,0.172,100%,0
2871,1094749952,T. Keels,Tre Keels,Keels,Tre,CF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,377,72,32,0.194,0.327,0.329,4,1,28.90%,13.40%,84.1,88.4,100.7,101.2,22.8,18.50%,11.10%,40.10%,64.50%,80.30%,24.60%,13.50%,33.80%,0,-,-
2872,1279541248,B. Martin,Brayden Martin,Martin,Brayden,2B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,890,192,55,0.266,0.327,0.267,6,1,14.90%,12.40%,83.4,83.3,99.8,101.5,7.4,20.70%,8.50%,32.50%,52.60%,93.10%,15.00%,3.50%,10.70%,0.225,0%,0.06
2873,1263405056,B. Preap,Bradlee Preap,Preap,Bradlee,C,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,542,122,42,0.238,0.326,0.4,8,1,20.40%,11.20%,92.2,87.1,106.1,106.7,18.5,40.60%,15.60%,39.70%,71.20%,95.20%,24.10%,8.70%,21.90%,0.153,-,-
2874,1196810752,L. Johnstone,Logan Johnstone,Johnstone,Logan,RF,Washington State University,WSU,4505,Washington State,BBC,L,R,315,68,23,0.25,0.326,0.322,3,1,11.40%,8.90%,88.3,85.3,99.8,103.5,14.5,27.80%,5.60%,37.10%,56.20%,94.80%,21.30%,5.70%,15.40%,0.498,33%,0.202
2875,1193094912,C. Valero,Cesar Valero,Valero,Cesar,OF,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,890,195,55,0.231,0.326,0.32,13,8,30.40%,11.00%,90.9,91.7,106.8,112,19.1,34.30%,18.60%,39.30%,65.70%,75.30%,19.70%,13.70%,34.90%,0.13,60%,0.275
2876,1318694400,J. Wolf,Jeremy Wolf,Wolf,Jeremy,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,606,132,37,0.25,0.326,0.284,10,0,23.40%,10.80%,83.7,89.6,99.5,101.4,13.1,35.40%,19.00%,43.10%,70.40%,84.30%,24.80%,9.70%,22.60%,0.025,63%,0.179
2877,1174777344,I. Rodriguez,Isaac Rodriguez,Rodriguez,Isaac,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,413,105,35,0.276,0.326,0.268,7,0,22.70%,8.40%,86.4,85.1,100.8,103.8,18.6,36.20%,17.00%,44.30%,63.90%,89.40%,27.50%,10.70%,24.00%,0.257,38%,0.241
2878,1263896064,M. Latulas,Michael Latulas,Latulas,Michael,P,Southern University,SOU,4767,Southern,BBC,L,L,166,58,20,0.259,0.326,0.17,3,2,37.50%,7.80%,97.2,97.2,97.2,97.2,34.1,0.00%,0.00%,42.20%,66.70%,60.00%,33.30%,12.70%,30.00%,0,0%,-
2879,1152778752,S. Bartel,Spencer Bartel,Bartel,Spencer,OF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,358,69,29,0.275,0.326,0.232,1,0,23.00%,17.20%,90.7,89.1,99.7,100.6,13.6,40.00%,25.00%,35.80%,61.80%,85.10%,18.70%,9.80%,27.30%,0,0%,0.056
2880,1196805120,D. Cease,Derek Cease,Cease,Derek,2B,Penn State University,PSU,5326,Penn State,BBC,R,R,44,12,25,0.333,0.326,0.209,0,0,30.80%,7.70%,80,81.5,94.2,94.2,23.4,20.00%,0.00%,40.90%,54.20%,92.30%,18.80%,6.80%,16.70%,-,-,-
2881,1211982336,R. Rappoli,Reece Rappoli,Rappoli,Reece,IF,Brown University,BRWN,730236160,Brown,BBC,R,R,626,135,38,0.281,0.326,0.262,8,1,12.30%,9.90%,85,81.9,100.2,103.4,18,30.00%,11.10%,45.50%,70.30%,88.80%,26.90%,7.70%,16.80%,0.221,20%,0.107
2882,1294954496,N. Stevens,Nolan Stevens,Stevens,Nolan,TWP,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,89,26,29,0.269,0.326,0.242,1,1,28.60%,3.60%,94.3,85.5,102.9,111.2,17.3,23.10%,23.10%,46.10%,61.00%,72.00%,30.80%,14.60%,31.70%,0.416,50%,-
2883,1108462848,M. Weller,Max Weller,Weller,Max,OF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,313,55,26,0.182,0.326,0.317,3,2,30.10%,17.80%,86,90.2,101.3,107.6,15,27.60%,13.80%,36.40%,62.40%,82.20%,17.50%,8.90%,24.60%,0.115,57%,0.021
2884,1278035968,H. Jessee,Hunter Jessee,Jessee,Hunter,OF,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,691,155,46,0.245,0.326,0.279,7,3,19.30%,8.60%,84,83.7,104.5,110.7,13.9,25.80%,14.40%,42.40%,66.10%,86.80%,22.90%,8.40%,19.80%,0.35,13%,0.426
2885,1310785536,C. Nixon,Chase Nixon,Nixon,Chase,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,549,102,39,0.255,0.326,0.299,3,0,10.60%,18.20%,83.7,81.8,100.9,105.2,16.7,27.20%,11.10%,34.10%,58.00%,90.20%,18.50%,6.20%,18.20%,0.319,33%,0.097
2886,1145242880,C. Loupe,Collin Loupe,Loupe,Collin,2B,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,570,123,41,0.26,0.326,0.261,4,0,22.10%,11.70%,74.1,77.7,92.4,99.4,2.8,21.00%,1.60%,40.20%,60.10%,83.20%,24.60%,9.50%,23.60%,0.191,75%,0.261
2887,1264357888,J. Pasquale,Jim Pasquale,Pasquale,Jim,IF,Iona College,IONA,730242048,Iona,BBC,R,R,645,180,47,0.25,0.326,0.239,7,6,24.60%,7.90%,82.6,90.5,101.8,104.3,10.7,38.10%,9.50%,43.70%,70.00%,71.40%,28.90%,11.60%,26.60%,-,100%,0
2888,1214087680,B. Williams,Ben Williams,Williams,Ben,RF,Radford University,RAD,730267392,Radford,BBC,L,R,416,91,30,0.22,0.326,0.278,4,3,23.10%,13.00%,87.9,85.4,99.6,106,16.2,27.90%,18.00%,44.70%,70.40%,71.40%,28.90%,13.70%,30.60%,0,33%,0.172
2889,1253554432,Z. Majer,Zak Majer,Majer,Zak,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,100,25,12,0.28,0.326,0.566,0,0,30.00%,6.70%,82.5,-,106.7,106.7,-28.5,50.00%,50.00%,42.00%,66.70%,50.00%,50.00%,14.00%,33.30%,-,-,-
2890,1243447808,C. Jackson,Camden Jackson,Jackson,Camden,OF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,R,390,105,31,0.257,0.326,0.218,4,4,18.60%,5.90%,85.6,88.6,97.1,98.8,6.1,26.70%,10.00%,52.30%,75.90%,90.00%,39.40%,13.10%,25.00%,0,57%,0.031
2891,1119800064,D. Dixon,Devon Dixon,Dixon,Devon,IF,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,699,137,48,0.226,0.326,0.314,7,3,20.20%,16.10%,84.9,86.3,101.2,105.5,8,19.20%,5.50%,39.20%,67.70%,91.50%,23.70%,7.60%,19.30%,0.198,31%,0.154
2892,1080156160,C. Hassert,Cameron Hassert,Hassert,Cameron,SS,Villanova University,VILL,730278400,Villanova,BBC,L,R,835,180,49,0.228,0.326,0.256,8,6,21.60%,12.60%,83.1,85.5,101.4,105.6,12.5,20.00%,14.50%,35.30%,61.50%,91.70%,18.80%,6.90%,19.70%,0.315,50%,0.039
2893,1330477568,S. Haney,Sam Haney,Haney,Sam,1B,Binghamton University,BING,730155776,Binghamton,BBC,L,L,338,84,26,0.226,0.326,0.253,5,4,21.90%,9.40%,79.3,79.3,99.6,106.9,6.6,16.70%,13.30%,41.40%,59.40%,85.40%,27.20%,9.50%,22.90%,0.065,0%,0.118
2894,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,607,151,42,0.278,0.326,0.306,9,2,26.00%,8.30%,88.4,92.5,108.7,110.4,4.3,28.00%,17.30%,48.30%,73.40%,83.90%,30.00%,14.20%,29.40%,0.016,13%,0.546
2895,1126689792,D. Crowell,Dillion Crowell,Crowell,Dillion,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,269,102,31,0.314,0.326,0.245,3,1,21.60%,4.50%,86,87.4,90.6,100.8,13.3,57.10%,14.30%,49.10%,72.40%,66.70%,31.60%,12.30%,25.00%,0.977,100%,0
2896,1214274048,A. Tierney,Aiden Tierney,Tierney,Aiden,OF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,428,136,46,0.301,0.326,0.246,9,1,18.40%,5.30%,82.1,77.8,97.5,102.3,17.1,25.50%,7.80%,59.60%,84.90%,93.70%,37.70%,12.60%,21.20%,0.071,50%,0
2897,1263499009,N. Leehey,Nick Leehey,Leehey,Nick,2B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,584,184,51,0.277,0.326,0.333,12,3,11.70%,7.90%,89.1,90.8,105.3,113.7,16.9,29.00%,24.00%,46.70%,64.60%,90.50%,33.60%,6.70%,14.30%,0.629,36%,0.153
2898,1311522304,T. Biggs,Tom Biggs,Biggs,Tom,IF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,R,645,181,51,0.276,0.326,0.334,7,6,34.50%,5.10%,86.9,90,100.8,102.4,17.9,28.00%,12.00%,53.30%,79.00%,76.60%,39.60%,18.10%,34.00%,0.093,100%,0
2899,1236334848,G. Troutman,Gavin Troutman,Troutman,Gavin,SS,Radford University,RAD,730267392,Radford,BBC,R,R,460,105,36,0.238,0.326,0.257,7,2,23.00%,11.90%,79.6,81.7,96,103.8,17.3,25.40%,8.50%,44.10%,63.30%,86.00%,28.00%,10.20%,23.20%,0.089,44%,0.291
2900,1297345792,T. Cashman,Teddy Cashman,Cashman,Teddy,RF,Lafayette College,LAF,730217728,Lafayette,BBC,L,R,445,115,39,0.252,0.325,0.225,7,3,31.10%,7.60%,82.7,80.1,101.9,104.4,11.9,25.50%,15.70%,53.00%,78.00%,75.50%,36.00%,17.30%,32.60%,-,75%,0
2901,1153707776,C. Rife,Charlie Rife,Rife,Charlie,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,434,111,36,0.225,0.325,0.251,5,5,23.10%,12.30%,88.7,87.4,100.1,103.5,24.6,47.40%,26.30%,42.20%,64.30%,83.30%,30.70%,10.40%,24.60%,0.033,0%,0
2902,1330460416,C. Caraher,Cam Caraher,Caraher,Cam,OF,Boston College,BC,227,Boston College,BBC,L,R,686,137,42,0.241,0.325,0.287,5,1,26.60%,16.80%,82.1,88.3,98.1,101.8,11.4,31.70%,14.60%,38.50%,61.80%,79.60%,18.20%,10.30%,26.90%,0.068,57%,0.255
2903,1279138561,J. Wilga,Joey Wilga,Wilga,Joey,1B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,380,87,35,0.218,0.325,0.288,1,4,30.80%,10.30%,83.1,88.9,100.8,105.4,16.6,34.00%,14.90%,44.70%,72.60%,81.60%,28.40%,13.20%,29.40%,0.275,0%,0.066
2904,1183535360,R. Kellum,Reed Kellum,Kellum,Reed,C,Tulane University,TULN,730354176,Tulane,BBC,R,R,111,21,11,0.143,0.325,0.271,1,1,25.00%,17.90%,84.9,90.7,100.5,106.8,22,38.50%,15.40%,41.40%,80.00%,65.60%,19.70%,14.40%,34.80%,0.027,100%,0
2905,1210577152,M. Weaver,Maury Weaver,Weaver,Maury,IF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,550,168,46,0.238,0.325,0.161,12,3,21.10%,13.70%,84.9,90.8,90.8,90.8,10.5,50.00%,0.00%,37.60%,50.00%,66.70%,21.40%,6.90%,18.40%,-,-,-
2906,1260741632,A. Gyselman,Alton Gyselman,Gyselman,Alton,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,683,157,52,0.261,0.325,0.33,10,4,24.30%,10.10%,85.1,81.3,102.7,106,11.6,34.20%,15.80%,40.40%,67.90%,83.60%,21.60%,10.40%,25.70%,0.167,60%,0.308
2907,1288357888,B. Seeger,Bailey Seeger,Seeger,Bailey,C,UNLV,UNLV,730161664,UNLV,BBC,R,R,555,126,37,0.222,0.325,0.316,5,7,28.40%,9.20%,84.8,90.2,100.3,105.9,16.5,39.70%,20.60%,44.30%,74.00%,78.40%,22.60%,11.70%,26.40%,0.875,60%,0.021
2908,1325151488,N. Milk,Nate Milk,Milk,Nate,RF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,257,51,22,0.196,0.325,0.298,2,3,31.30%,10.90%,86.9,89.7,98.9,101.3,14.4,40.00%,30.00%,42.00%,63.90%,69.60%,17.30%,13.20%,31.50%,-,-,-
2909,1143610880,G. Wright,Gabe Wright,Wright,Gabe,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,707,168,47,0.232,0.325,0.272,9,1,24.80%,15.00%,86.5,90.2,100.9,102.8,17.9,46.20%,26.90%,38.90%,65.30%,70.90%,16.10%,9.90%,25.50%,0.013,20%,0.063
2910,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Indiana State University,INST,730350080,Indiana State,BBC,L,R,136,27,12,0.222,0.325,0.264,1,1,28.10%,6.30%,87.1,-,101.7,101.7,-3.9,16.70%,0.00%,39.70%,61.30%,78.90%,22.00%,11.00%,27.80%,0,100%,0
2911,1143009280,M. Winslow,Macon Winslow,Winslow,Macon,C,Duke University,DUKE,730336256,Duke,BBC,R,R,586,131,42,0.252,0.325,0.316,6,4,25.70%,9.20%,91.7,87.7,105.8,109.5,18.1,38.00%,26.60%,47.40%,69.80%,83.00%,29.90%,14.30%,30.20%,0.148,67%,0.231
2912,1115419392,W. Parker,Wesley Parker,Parker,Wesley,1B,University of Toledo,TOL,5388,Toledo,BBC,R,R,285,65,22,0.215,0.325,0.2,1,3,29.50%,12.80%,95.9,-,107.5,-,-27.3,0.00%,0.00%,44.60%,56.30%,88.90%,36.00%,14.40%,32.30%,-,0%,0.262
2913,1310338817,C. Peebles,Cannon Peebles,Peebles,Cannon,C,University of Tennessee,TENN,730153728,Tennessee,BBC,S,R,634,116,54,0.216,0.325,0.288,7,2,22.20%,19.60%,90.1,89.1,104.4,109.5,18,21.80%,15.40%,39.30%,66.90%,81.70%,22.10%,8.70%,22.10%,0.138,27%,0.452
2914,1269458944,M. Sweeney,Mike Sweeney,Sweeney,Mike,SS,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,86,19,14,0.211,0.325,0.18,0,1,12.00%,16.00%,75.3,83.4,95.5,95.5,17.4,33.30%,16.70%,41.90%,66.70%,80.00%,28.60%,8.10%,19.40%,-,-,-
2915,1204948480,J. Van De Brake,Jackson Van De Brake,Van De Brake,Jackson,2B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,425,80,37,0.212,0.325,0.316,4,1,19.00%,20.00%,87.6,86.7,104.4,107.5,20.3,39.60%,20.80%,36.00%,60.50%,90.20%,16.30%,7.50%,20.90%,0.732,40%,0
2916,1251443200,A. Calarco,Alex Calarco,Calarco,Alex,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,680,141,41,0.213,0.325,0.311,9,4,29.80%,11.20%,88.7,90.8,107.1,113.3,17,34.10%,22.00%,40.10%,68.50%,69.40%,20.50%,14.10%,35.20%,0.194,75%,-
2917,1309570304,Z. Corbin,Zac Corbin,Corbin,Zac,IF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,S,R,676,145,42,0.255,0.325,0.243,6,3,20.00%,12.00%,86.9,87.5,101.7,105.1,14.8,26.60%,14.10%,40.10%,64.10%,87.80%,26.10%,8.90%,22.10%,0.155,25%,0
